panel,segment,from,to,row,col,t_enter,t_exit,elevation_m,point_contact,distance_enter_m,distance_exit_m
2,1,O01,S014,788,864,0.7922507937050194,0.7975172323138292,393.9056396484375,False,4293.631935142013,4322.173590353873
2,1,O01,S014,788,865,0.7975172323138292,0.8027836709226389,400.0279846191406,False,4322.173590353873,4350.715245565732
2,1,O01,S014,788,866,0.8027836709226389,0.8080501095314486,406.7390441894531,False,4350.715245565732,4379.256900777591
2,1,O01,S014,788,867,0.8080501095314486,0.8133165481402584,414.5606384277344,False,4379.256900777591,4407.7985559894505
2,1,O01,S014,788,868,0.8133165481402584,0.8185829867490682,421.7335205078125,False,4407.7985559894505,4436.340211201309
2,1,O01,S014,788,869,0.8185829867490682,0.8238494253578779,438.5855712890625,False,4436.340211201309,4464.881866413169
2,1,O01,S014,788,870,0.8238494253578779,0.8291158639666877,456.88311767578125,False,4464.881866413169,4493.423521625028
2,1,O01,S014,788,871,0.8291158639666877,0.8343823025754974,475.0733337402344,False,4493.423521625028,4521.965176836887
2,1,O01,S014,788,872,0.8343823025754974,0.8396487411843071,485.9512939453125,False,4521.965176836887,4550.506832048745
2,1,O01,S014,788,873,0.8396487411843071,0.8449151797931169,490.92901611328125,False,4550.506832048745,4579.048487260605
2,1,O01,S014,788,874,0.8449151797931169,0.8501816184019266,493.41546630859375,False,4579.048487260605,4607.590142472464
2,1,O01,S014,788,875,0.8501816184019266,0.8530988410074404,498.3155517578125,False,4607.590142472464,4623.400136278056
2,1,O01,S014,789,875,0.8530988410074404,0.8554480570107363,511.73236083984375,False,4623.400136278056,4636.131797684323
2,1,O01,S014,789,876,0.8554480570107363,0.8607144956195462,519.4487915039062,False,4636.131797684323,4664.673452896182
2,1,O01,S014,789,877,0.8607144956195462,0.8659809342283559,529.467529296875,False,4664.673452896182,4693.215108108042
2,1,O01,S014,789,878,0.8659809342283559,0.8712473728371656,540.404541015625,False,4693.215108108042,4721.7567633199005
2,1,O01,S014,789,879,0.8712473728371656,0.8765138114459754,541.9473876953125,False,4721.7567633199005,4750.29841853176
